id;author;author-aux;author-orcid;booktitle;cdate;cdrom;cite;cite-label;crossref;editor;editor-orcid;ee;ee-type;i;journal;key;mdate;month;note;note-label;note-type;number;pages;publisher;publnr;publtype;sub;sup;title;title-bibtex;tt;url;volume;year
4109564;David L. Martin 0001|Deborah L. McGuinness|Drew V. McDermott|Evren Sirin|Katia P. Sycara|Mark H. Burstein|Massimo Paolucci 0001|Naveen Srinivasan|Sheila A. McIlraith;;0000-0001-7037-4567;;;;;;;;;https://doi.org/10.1007/s11280-007-0033-x;;;World Wide Web;conf/www/MartinBMMPSMSS07;2022-01-03;;;;;3;243-277;;;;;;Bringing Semantics to Web Services with OWL-S.;;;db/journals/www/www10.html#MartinBMMPSMSS07;;2007
4110253;Anis Charfi|Mira Mezini;;;;;;;;;;;https://doi.org/10.1007/s11280-006-0016-3;;;World Wide Web;conf/www/CharfiM07;2017-05-23;;;;;3;309-344;;;;;;AO4BPEL: An Aspect-oriented Extension to BPEL.;;;db/journals/www/www10.html#CharfiM07;;2007
4110367;Bart Verheecke|Davy Suvée|María Agustina Cibrán|Viviane Jonckers|Wim Vanderperren;;;;;;;;;;;https://doi.org/10.1007/s11280-006-0017-2;;;World Wide Web;conf/www/CibranVVSJ07;2017-05-23;;;;;3;211-242;;;;;;Aspect-oriented Programming for Dynamic Web Service Selection, Integration and Management.;;;db/journals/www/www10.html#CibranVVSJ07;;2007
4111432;Andrzej Cichocki|Dimitrios Georgakopoulos|Donald Baker|Marian H. Nodine;;0000-0001-7880-2140;;;;;;;;;https://doi.org/10.1007/s11280-006-0015-4;;;World Wide Web;conf/www/GeorgakopoulosBNC07;2020-10-25;;;;;1;85-109;;;;;;Event-driven Video Awareness Providing Physical Security.;;;db/journals/www/www10.html#GeorgakopoulosBNC07;;2007
4112756;Istvan Beszteri|Petri Vuorimaa;;;;;;;;;;;https://doi.org/10.1007/s11280-006-0008-3;;;World Wide Web;conf/www/BeszteriV07;2017-05-23;;;;;1;1-35;;;;;;Vertical Navigation of Layout Adapted Web Documents.;;;db/journals/www/www10.html#BeszteriV07;;2007
4112814;Jean-Philippe Martin-Flatin|Welf Löwe;;;;;;;;;;;https://doi.org/10.1007/s11280-007-0035-8;;;World Wide Web;conf/www/Martin-FlatinL07;2017-05-23;;;;;3;205-209;;;;;;Special Issue on Recent Advances in Web Services.;;;db/journals/www/www10.html#Martin-FlatinL07;;2007
4113604;Jeffrey Scott Vitter|Lipyeow Lim|Min Wang 0001|Ramesh C. Agarwal|Sriram Padmanabhan;;0000-0001-7970-6118;;;;;;;;;https://doi.org/10.1007/s11280-006-0009-2;;;World Wide Web;conf/www/LimWPVA07;2023-03-21;;;;;1;37-69;;;;;;Efficient Update of Indexes for Dynamically Changing Web Documents.;;;db/journals/www/www10.html#LimWPVA07;;2007
5507956;Mohammad Arif Ul Alam|Nilavra Pathak|Nirmalya Roy;;;;;;;;;;;https://doi.org/10.4108/eai.22-7-2015.2260073;;;EAI Endorsed Trans. Ubiquitous Environ.;conf/mobiquitous/AlamPR15;2020-04-24;;;;;7;e2;;;;;;Mobeacon: An iBeacon-Assisted Smartphone-Based Real Time Activity Recognition Framework.;;;db/journals/ue/ue2.html#AlamPR15;2;2015
6244374;Emilio Coppa;;0000-0002-8094-871X;;;;;;;;;https://doi.org/10.4108/icst.valuetools.2014.258172;;;EAI Endorsed Trans. Ubiquitous Environ.;conf/valuetools/Coppa14;2022-04-09;;;;;7;e5;;;;;;An interactive visualization framework for performance analysis.;;;db/journals/ue/ue2.html#Coppa14;2;2015
6704841;Arnab Raha|Dieter Hogrefe|Mrinal Kanti Naskar|Omar Alfandi|Shaik Sahil Babu;;0000-0002-9581-401X;;;;;;;;;https://doi.org/10.1504/IJTMCC.2014.064142;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/BabuRAHN14;2020-12-29;;;;;2;103-124;;;;;;Trust integrated node potential aware routing for WSNs.;;;db/journals/ijtmcc/ijtmcc2.html#BabuRAHN14;2;2014
6704842;Anant V. Nimkar|Soumya K. Ghosh 0001;;0000-0002-3904-2924;;;;;;;;;https://doi.org/10.1504/IJTMCC.2014.067369;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/NimkarG14;2022-04-09;;;;;4;330-352;;;;;;An access control model for cloud-based EMR federation.;;;db/journals/ijtmcc/ijtmcc2.html#NimkarG14;2;2014
6704843;Jeril Kuriakose|Sandeep Joshi;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2016.10002828;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/KuriakoseJ16;2020-06-05;;;;;3;246-268;;;;;;Secured MPR node selection in the presence of cheating nodes.;;;db/journals/ijtmcc/ijtmcc3.html#KuriakoseJ16;3;2016
6704844;Julita Vassileva|Sabrina Nusrat;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.053262;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/NusratV13;2020-06-05;;;;;2;121-139;;;;;;Simulating a trust-based service recommender system for decentralised user modelling environment.;;;db/journals/ijtmcc/ijtmcc1.html#NusratV13;1;2013
6704845;Ashok Kumar Das|Jamuna Kanta Sing|Santanu Chatterjee;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2014.063273;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/DasCS14;2020-06-05;;;;;1;78-102;;;;;;Formal security analysis and verification of a password-based user authentication scheme for hierarchical wireless sensor networks.;;;db/journals/ijtmcc/ijtmcc2.html#DasCS14;2;2014
6704846;Mulagala Sandhya|Munaga V. N. K. Prasad;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2016.10005484;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/SandhyaP16;2020-06-05;;;;;4;319-335;;;;;;A hybrid technique to secure fingerprint templates using Delaunay neighbour structures.;;;db/journals/ijtmcc/ijtmcc3.html#SandhyaP16;3;2016
6704847;Leila Kheroua|Louiza Mansour|Samira Moussaoui;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.052526;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/KherouaMM13;2020-06-05;;;;;1;73-84;;;;;;EDARD: efficient data access based on rumour dissemination in wireless sensor networks.;;;db/journals/ijtmcc/ijtmcc1.html#KherouaMM13;1;2013
6704848;Ajith Abraham|Mrutyunjaya Panda;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2014.067305;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/PandaA14;2020-06-05;;;;;3;229-258;;;;;;Development of a reliable trust management model in social internet of things.;;;db/journals/ijtmcc/ijtmcc2.html#PandaA14;2;2014
6704849;Appala Naidu Tentu|Prabal Paul|V. Ch. Venkaiah;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2014.067378;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/TentuPV14;2020-06-05;;;;;4;353-378;;;;;;Computationally perfect compartmented secret sharing schemes based on MDS codes.;;;db/journals/ijtmcc/ijtmcc2.html#TentuPV14;2;2014
6704850;Fufang Li|Lingxi Peng|Miao Liu 0005|Waixi Liu 0001|Ying Gao;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.056430;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/GaoPLLL13;2022-06-17;;;;;3/4;200-211;;;;;;Archimedean copula-based estimation of distribution algorithm for multi-objective optimisation.;;;db/journals/ijtmcc/ijtmcc1.html#GaoPLLL13;1;2013
6704851;K. Chandrasekaran 0001|Manoj V. Thomas;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2014.064144;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/ThomasS14;2023-03-09;;;;;2;125-149;;;;;;Agent-based approach for identity and access management in the inter-cloud environments.;;;db/journals/ijtmcc/ijtmcc2.html#ThomasS14;2;2014
6704852;Animesh Mahata|Biswajit Biswas|Md. Asif Sarfaraj|Palash Mandal|Subhas Barman|Utpal Pal;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2016.10005490;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/BarmanPSBMM16;2020-06-05;;;;;4;336-359;;;;;;A complete literature review on financial fraud detection applying data mining techniques.;;;db/journals/ijtmcc/ijtmcc3.html#BarmanPSBMM16;3;2016
6704853;Amanjot Kaur|Varun Dutt;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.056428;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/DuttK13;2020-06-05;;;;;3/4;261-273;;;;;;Cyber security: testing the effects of attack strategy, similarity, and experience on cyber attack detection.;;;db/journals/ijtmcc/ijtmcc1.html#DuttK13;1;2013
6704854;Bahia Zebbane|Manel Chenait|Nadjib Badache;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.056446;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/ZebbaneCB13;2020-06-05;;;;;3/4;320-340;;;;;;GTC: a geographical topology control protocol to conserve energy in wireless sensor networks.;;;db/journals/ijtmcc/ijtmcc1.html#ZebbaneCB13;1;2013
6704855;Korra Sathya Babu|Rajesh Pillelli|Sanjay Kumar Jena;;0000-0002-5963-5735;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.056427;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/BabuPJ13;2020-06-05;;;;;3/4;230-242;;;;;;Enhanced t-closeness for balancing utility and privacy.;;;db/journals/ijtmcc/ijtmcc1.html#BabuPJ13;1;2013
